"Survey","Reef","Site","Transect","Length_mm","Family","Genus","Species","Number","Comment","T_ID","Date","Lat","Long","Depth","Temperature","Habitat","Aspect","Benthic_Complexity","Species_name","Biomass Constant A","Biomass Constant B","Max Length (cm)","Trophic Group","Trophic Level"
"Feb_21","Bougainville","BVille_1","T2",122.574,"Acanthuridae","Acanthurus","thompsoni",8,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T2",172.969,"Acanthuridae","Acanthurus","pyroferus",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2
"Feb_21","Bougainville","BVille_1","T2",114.25,"Pomacentridae","Acanthochromis","polyacanthus",10,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T2",122.112,"Serranidae","Pseudanthias","pleurotaenia",8,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T2",144.875,"Serranidae","Cephalopholis","leopardus",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Cephalopholis leopardus",0.01259,3.05,24,"piscivore",4.01
"Feb_21","Bougainville","BVille_1","T2",108.213,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T2",148.773,"Acanthuridae","Acanthurus","thompsoni",5,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T2",42.772,"Pomacentridae","Chromis","amboinensis",8,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T2",99.888,"Serranidae","Pseudanthias","pleurotaenia",2,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T2",136.866,"Serranidae","Pseudanthias","pleurotaenia",2,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T2",2473.678,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Carcharhinus amblyrhynchos",0.005055,3.21133,255,"piscivore",4.5
"Feb_21","Bougainville","BVille_1","T2",35.325,"Pomacentridae","Chromis","amboinensis",8,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T2",388.748,"Epinephelidae","Epinephelus","fuscoguttatus",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Epinephelus fuscoguttatus",0.0143,3.034687,120,"piscivore",4.14
"Feb_21","Bougainville","BVille_1","T2",102.856,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T3",103.446,"Chaetodontidae","Forcipiger","flavissimus",2,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T3",188.393,"Labridae","Gomphosus","varius",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Gomphosus varius",0.01838,2.70269,30,"invertivore-mobile",3.68
"Feb_21","Bougainville","BVille_1","T3",90.736,"Pomacanthidae","Genicanthus","melanospilos",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Genicanthus melanospilos",0.0302,2.89,18,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T3",395.665,"Acanthuridae","Naso","vlamingii",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Naso vlamingii",0.03104,2.843,60,"planktivore",2.16
"Feb_21","Bougainville","BVille_1","T3",273.869,"Balistidae","Sufflamen","fraenatum",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Sufflamen fraenatum",0.02972,2.957254,38,"invertivore-mobile",3.7
"Feb_21","Bougainville","BVille_1","T3",930.661,"Carcharhinidae","Triaenodon","obesus",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Triaenodon obesus",0.001171,3.361543,213,"piscivore",4.36
"Feb_21","Bougainville","BVille_1","T3",91.994,"Pomacentridae","Acanthochromis","polyacanthus",12,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T3",436.505,"Carangidae","Caranx","melampygus",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Caranx melampygus",0.017067,2.943245,117,"piscivore",4.28
"Feb_21","Bougainville","BVille_1","T4",705.666,"Serranidae","Plectropomus","laevis",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Plectropomus laevis",0.00523,3.23774,125,"piscivore",4.14
"Feb_21","Bougainville","BVille_1","T4",71.662,"Pomacentridae","Chromis","amboinensis",8,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T4",149.801,"Acanthuridae","Acanthurus","thompsoni",16,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T4",185.618,"Labridae","Bodianus","anthioides",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Bodianus anthioides",0.01202,3.06,24,"invertivore-mobile",3.44
"Feb_21","Bougainville","BVille_1","T4",75.794,"Pomacentridae","Acanthochromis","polyacanthus",18,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T5",135.339,"Serranidae","Cephalopholis","leopardus",1,NA,"Feb_21_BVille_1_T5",2021-02-22,-15.48724,147.09035,67.3,27.8,"outer_reef","steep_slope",5,"Cephalopholis leopardus",0.01259,3.05,24,"piscivore",4.01
"Feb_21","Bougainville","BVille_1","T5",114.024,"Serranidae","Pseudanthias","pleurotaenia",6,NA,"Feb_21_BVille_1_T5",2021-02-22,-15.48724,147.09035,67.3,27.8,"outer_reef","steep_slope",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T5",129.119,"Serranidae","Pseudanthias","pleurotaenia",6,NA,"Feb_21_BVille_1_T5",2021-02-22,-15.48724,147.09035,67.3,27.8,"outer_reef","steep_slope",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T5",208.515,"Acanthuridae","Acanthurus","thompsoni",1,NA,"Feb_21_BVille_1_T5",2021-02-22,-15.48724,147.09035,67.3,27.8,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T5",66.634,"Pomacentridae","Chromis","amboinensis",8,NA,"Feb_21_BVille_1_T5",2021-02-22,-15.48724,147.09035,67.3,27.8,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T5",102.904,"Malacanthidae","Hoplolatilus","starcki",2,NA,"Feb_21_BVille_1_T5",2021-02-22,-15.48724,147.09035,67.3,27.8,"outer_reef","steep_slope",5,"Hoplolatilus starcki",0.00537,3.03,15.5,"invertivore-mobile",3.4
"Feb_21","Bougainville","BVille_1","T5",1369.106,"Carcharhinidae","Carcharhinus","albimarginatus",1,NA,"Feb_21_BVille_1_T5",2021-02-22,-15.48724,147.09035,67.3,27.8,"outer_reef","steep_slope",5,"Carcharhinus albimarginatus",0.00437,3.1,300,"piscivore",4.48
"Feb_21","Bougainville","BVille_1","T6",129.109,"Serranidae","Pseudanthias","pleurotaenia",5,NA,"Feb_21_BVille_1_T6",2021-02-22,-15.48724,147.09035,58.1,27.9,"outer_reef","steep_slope",4,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T6",77.376,"Labridae","Labroides","dimidiatus",1,NA,"Feb_21_BVille_1_T6",2021-02-22,-15.48724,147.09035,58.1,27.9,"outer_reef","steep_slope",4,"Labroides dimidiatus",0.006669,3.172365,14,"invertivore-mobile",3.85
"Feb_21","Bougainville","BVille_1","T6",124.816,"Labridae","Oxycheilinus","orientalis",1,NA,"Feb_21_BVille_1_T6",2021-02-22,-15.48724,147.09035,58.1,27.9,"outer_reef","steep_slope",4,"Oxycheilinus orientalis",0.0166,2.95,20,"piscivore",3.8
"Feb_21","Bougainville","BVille_1","T6",144.793,"Labridae","Bodianus","anthioides",1,NA,"Feb_21_BVille_1_T6",2021-02-22,-15.48724,147.09035,58.1,27.9,"outer_reef","steep_slope",4,"Bodianus anthioides",0.01202,3.06,24,"invertivore-mobile",3.44
"Feb_21","Bougainville","BVille_1","T6",68.257,"Pomacentridae","Acanthochromis","polyacanthus",12,NA,"Feb_21_BVille_1_T6",2021-02-22,-15.48724,147.09035,58.1,27.9,"outer_reef","steep_slope",4,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T6",63.173,"Pomacentridae","Chromis","amboinensis",10,NA,"Feb_21_BVille_1_T6",2021-02-22,-15.48724,147.09035,58.1,27.9,"outer_reef","steep_slope",4,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T6",122.594,"Serranidae","Pseudanthias","pleurotaenia",6,NA,"Feb_21_BVille_1_T6",2021-02-22,-15.48724,147.09035,58.1,27.9,"outer_reef","steep_slope",4,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T6",88.391,"Holocentridae","Myripristis","vittata",3,NA,"Feb_21_BVille_1_T6",2021-02-22,-15.48724,147.09035,58.1,27.9,"outer_reef","steep_slope",4,"Myripristis vittata",0.0182,3.05,25,"planktivore",3.8
"Feb_21","Bougainville","BVille_1","T6",252.392,"Lethrinidae","Monotaxis","grandoculis",1,NA,"Feb_21_BVille_1_T6",2021-02-22,-15.48724,147.09035,58.1,27.9,"outer_reef","steep_slope",4,"Monotaxis grandoculis",0.041756,2.851508,60,"invertivore-mobile",3.4
"Feb_21","Bougainville","BVille_1","T7",103.746,"Chaetodontidae","Forcipiger","flavissimus",2,NA,"Feb_21_BVille_1_T7",2021-02-22,-15.48724,147.09035,57.8,28,"outer_reef","steep_slope",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T7",300.061,"Labridae","Oxycheilinus","unifasciatus",1,NA,"Feb_21_BVille_1_T7",2021-02-22,-15.48724,147.09035,57.8,28,"outer_reef","steep_slope",5,"Oxycheilinus unifasciatus",0.0166,2.95,46,"piscivore",4.06
"Feb_21","Bougainville","BVille_1","T7",203.712,"Acanthuridae","Acanthurus","thompsoni",3,NA,"Feb_21_BVille_1_T7",2021-02-22,-15.48724,147.09035,57.8,28,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T7",142.578,"Acanthuridae","Acanthurus","thompsoni",4,NA,"Feb_21_BVille_1_T7",2021-02-22,-15.48724,147.09035,57.8,28,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T7",62.646,"Pomacentridae","Chromis","iomelas",12,NA,"Feb_21_BVille_1_T7",2021-02-22,-15.48724,147.09035,57.8,28,"outer_reef","steep_slope",5,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69
"Feb_21","Bougainville","BVille_1","T7",114.976,"Serranidae","Pseudanthias","pleurotaenia",8,NA,"Feb_21_BVille_1_T7",2021-02-22,-15.48724,147.09035,57.8,28,"outer_reef","steep_slope",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T8",51.64,"Pomacentridae","Chromis","iomelas",6,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69
"Feb_21","Bougainville","BVille_1","T8",171.102,"Labridae","Oxycheilinus","unifasciatus",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Oxycheilinus unifasciatus",0.0166,2.95,46,"piscivore",4.06
"Feb_21","Bougainville","BVille_1","T8",180.3,"Labridae","Bodianus","anthioides",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Bodianus anthioides",0.01202,3.06,24,"invertivore-mobile",3.44
"Feb_21","Bougainville","BVille_1","T8",157.056,"Pomacanthidae","Genicanthus","melanospilos",8,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Genicanthus melanospilos",0.0302,2.89,18,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T8",73.134,"Pomacanthidae","Paracentropyge","multifasciata",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Paracentropyge multifasciata",0.0302,2.89,12,"invertivore-mobile",2.79
"Feb_21","Bougainville","BVille_1","T8",43.598,"Pomacentridae","Chromis","amboinensis",16,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T8",65.446,"Pomacentridae","Chromis","iomelas",20,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69
"Feb_21","Bougainville","BVille_1","T8",65.817,"Pomacentridae","Chromis","alpha",12,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3
"Feb_21","Bougainville","BVille_1","T8",67.47,"Pomacentridae","Chromis","alpha",12,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3
"Feb_21","Bougainville","BVille_1","T8",48.326,"Pomacentridae","Chromis","iomelas",12,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69
"Feb_21","Bougainville","BVille_1","T8",63.324,"Pomacentridae","Chromis","amboinensis",10,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T8",88.254,"Pomacentridae","Chromis","alpha",16,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3
"Feb_21","Bougainville","BVille_1","T8",90.745,"Labridae","Labroides","dimidiatus",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Labroides dimidiatus",0.006669,3.172365,14,"invertivore-mobile",3.85
"Feb_21","Bougainville","BVille_1","T8",174.769,"Serranidae","Cephalopholis","leopardus",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Cephalopholis leopardus",0.01259,3.05,24,"piscivore",4.01
"Feb_21","Bougainville","BVille_1","T8",64.114,"Pomacentridae","Chromis","amboinensis",18,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T8",151.418,"Acanthuridae","Acanthurus","thompsoni",4,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T8",117.294,"Malacanthidae","Hoplolatilus","starcki",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Hoplolatilus starcki",0.00537,3.03,15.5,"invertivore-mobile",3.4
"Feb_21","Bougainville","BVille_1","T8",76.744,"Pomacentridae","Chromis","iomelas",5,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69
"Feb_21","Bougainville","BVille_1","T8",54.239,"Pomacentridae","Chromis","amboinensis",14,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T8",112.369,"Pomacentridae","Chromis","xanthochira",2,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72
"Feb_21","Bougainville","BVille_1","T8",79.799,"Pomacentridae","Chromis","alpha",6,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3
"Feb_21","Bougainville","BVille_1","T8",104.644,"Pomacentridae","Chromis","alpha",8,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3
"Feb_21","Bougainville","BVille_1","T8",119.509,"Chaetodontidae","Chaetodon","mertensii",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chaetodon mertensii",0.004261,3.800466,12.5,"invertivore-mobile",2.95
"Feb_21","Bougainville","BVille_1","T8",133.829,"Pomacanthidae","Genicanthus","watanabei",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Genicanthus watanabei",0.0302,2.89,15,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T8",141.109,"Pomacanthidae","Genicanthus","watanabei",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Genicanthus watanabei",0.0302,2.89,15,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T8",150.565,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T8",119.721,"Pomacentridae","Acanthochromis","polyacanthus",12,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T8",123.445,"Acanthuridae","Acanthurus","thompsoni",6,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T8",91.69,"Pomacanthidae","Centropyge","bispinosa",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Centropyge bispinosa",0.111214,2.360317,10,"herbivore-detritivore",2.75
"Feb_21","Bougainville","BVille_1","T8",121.128,"Pomacentridae","Chromis","xanthochira",4,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72
"Feb_21","Bougainville","BVille_1","T8",115.634,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T8",392.482,"Lutjanidae","Lutjanus","bohar",1,NA,"Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Lutjanus bohar",0.013464,3.055209,90,"piscivore",4.27
"Feb_21","Bougainville","BVille_1","T9",92.221,"Pomacanthidae","Genicanthus","melanospilos",4,NA,"Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Genicanthus melanospilos",0.0302,2.89,18,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T9",135.386,"Chaetodontidae","Forcipiger","flavissimus",3,NA,"Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T9",49.569,"Pomacentridae","Chromis","iomelas",12,NA,"Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69
"Feb_21","Bougainville","BVille_1","T9",79.638,"Pomacentridae","Chromis","alpha",6,NA,"Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3
"Feb_21","Bougainville","BVille_1","T9",38.997,"Pomacentridae","Chromis","amboinensis",8,NA,"Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
